timestamp,clientcon,clientcon_active,clientcon_idle,CPU,Mem,in,out
1623483000,830,621,209,10,18,8,21
1623484800,854,627,227,10,18,42,54
1623486600,847,634,213,8,18,7,21
1623488400,851,618,232,10,18,11,24
1623490200,819,615,204,8,18,8,21
1623492000,844,617,228,8,18,8,21
1623493800,818,611,207,9,18,8,22
1623495600,813,616,197,9,18,8,21
1623497400,810,609,201,9,18,9,22
1623499200,823,613,210,8,18,8,22
1623501000,847,616,231,9,18,10,23
1623502800,845,617,227,8,18,33,25
1623504600,824,615,209,10,18,12,23
1623506400,823,610,213,10,18,10,24
1623508200,828,618,211,10,18,12,25
1623510000,842,617,225,8,18,11,24
1623511800,838,613,225,8,18,13,26
1623513600,875,610,265,9,18,12,26
1623515400,824,616,208,9,18,14,28
1623517200,834,614,220,9,18,10,23
1623519000,860,628,232,11,18,13,27
1623520800,853,627,225,10,18,16,29
1623522600,873,624,249,10,18,11,24
1623524400,878,628,250,10,18,9,22
1623526200,857,616,241,8,18,9,22
1623528000,857,615,242,8,18,8,21
1623529800,854,616,238,8,18,8,21
1623531600,858,621,237,9,18,8,21
1623533400,821,608,213,9,18,8,22
1623535200,805,613,192,11,18,9,23
1623537000,798,614,185,9,18,10,24
1623538800,814,621,192,9,18,9,27
1623540600,796,622,174,10,18,9,23
1623542400,803,621,182,9,18,9,23
1623544200,784,615,169,10,18,9,22
1623546000,787,620,167,11,18,9,22
1623547800,780,610,170,9,18,9,22
1623549600,783,617,166,8,18,8,22
1623551400,779,612,166,9,18,8,21
1623553200,779,617,162,10,18,69,80
1623555000,750,595,156,9,18,46,57
1623556800,761,594,168,14,18,9,23
1623558600,766,594,172,9,18,9,22
1623560400,764,595,169,10,18,9,44
1623562200,745,590,154,11,18,36,52
1623564000,745,584,161,11,19,109,117
1623565800,753,585,167,11,19,180,183
1623567600,776,587,189,8,18,13,26
1623569400,750,586,164,9,19,102,111
1623571200,765,595,170,10,18,60,73
1623573000,757,587,169,10,18,48,63
1623574800,764,588,175,10,18,8,21
1623576600,744,585,159,8,17,8,21
1623578400,771,587,185,8,18,9,22
1623580200,769,585,184,8,17,8,22
1623582000,764,587,177,9,17,8,22
1623583800,749,577,171,9,18,6,20
1623585600,754,597,157,8,18,7,20
1623587400,787,631,156,7,18,8,21
1623589200,783,586,197,9,18,8,21
1623591000,763,580,182,10,17,7,21
1623592800,743,580,163,8,18,6,20
1623594600,748,584,164,10,18,30,21
1623596400,770,587,183,9,18,13,19
1623598200,754,585,169,8,17,6,20
1623600000,744,586,158,9,17,9,22
1623601800,750,589,162,9,18,8,20
1623603600,803,606,197,8,18,7,17
1623605400,801,601,200,10,18,7,17
1623607200,809,601,207,14,18,6,16
1623609000,808,601,207,9,18,7,17
1623610800,814,601,213,8,18,7,16
1623612600,799,598,201,9,18,7,17
1623614400,795,603,192,8,18,7,17
1623616200,773,596,177,10,18,6,16
1623618000,772,589,183,10,18,10,24
1623619800,779,591,189,9,17,12,21
1623621600,793,591,201,9,17,9,19
1623623400,787,602,186,8,17,10,19
1623625200,789,598,190,9,17,8,18
1623627000,789,595,194,9,18,6,16
1623628800,798,596,202,8,18,8,18
1623630600,774,602,172,9,18,9,18
1623632400,774,594,181,11,18,21,30
1623634200,763,590,173,9,18,34,42
1623636000,787,609,177,12,18,27,37
1623637800,787,599,189,8,18,8,18
1623639600,779,598,181,8,18,7,17
1623641400,772,592,180,11,17,9,19
1623643200,783,596,187,8,17,11,20
1623645000,761,593,168,9,17,12,22
1623646800,772,594,177,9,17,12,22
1623648600,760,586,174,8,18,8,18
1623650400,783,596,186,10,18,9,18
1623652200,766,595,172,8,18,9,19
1623654000,765,587,178,9,18,10,20
1623655800,761,586,175,9,18,35,44
1623657600,750,580,170,10,18,76,82
1623659400,748,580,168,8,17,16,26
1623661200,760,573,187,8,17,7,16
1623663000,772,571,201,9,17,6,15
1623664800,765,577,187,7,17,5,16
1623666600,749,580,169,9,17,5,15
1623668400,771,579,192,8,17,6,16
1623670200,760,576,184,8,17,6,15
1623672000,769,584,184,8,18,7,16
1623673800,794,595,199,10,18,10,20
1623675600,824,605,218,12,18,12,22
1623677400,867,629,237,10,18,18,27
1623679200,915,662,253,10,18,19,28
1623681000,1003,710,293,11,19,28,39
1623682800,1114,752,362,13,19,29,41
1623684600,1143,781,361,15,20,43,55
1623686400,1161,800,362,12,20,63,73
1623688200,1180,814,366,17,20,78,90
1623690000,1233,833,400,15,20,75,87
1623691800,1224,804,420,14,20,76,87
1623693600,1149,788,360,14,20,77,88
1623695400,1074,769,305,10,20,38,50
1623697200,1099,769,330,11,20,30,43
1623699000,1146,785,361,15,20,74,84
1623700800,1169,794,376,16,20,96,107
1623702600,1178,767,411,15,20,117,125
1623704400,1122,735,388,13,20,73,84
1623706200,1094,732,362,16,20,69,79
1623708000,1098,734,365,16,20,105,117
1623709800,1134,752,382,12,20,45,62
1623711600,1094,730,365,16,20,83,101
1623713400,1057,717,341,14,20,110,125
1623715200,1067,699,367,13,20,20,37
1623717000,1006,678,327,12,20,16,32
1623718800,957,645,312,9,20,14,27
1623720600,917,625,291,11,19,16,29
1623722400,890,616,274,10,19,13,26
1623724200,883,617,266,9,19,13,26
1623726000,874,619,255,9,19,12,25
1623727800,829,597,232,12,19,13,26
1623729600,898,611,287,13,19,16,29
1623731400,877,601,276,10,19,17,30
1623733200,854,600,255,9,19,14,28
1623735000,827,586,240,9,19,12,25
1623736800,793,571,221,14,19,25,37
1623738600,826,568,258,10,19,42,53
1623740400,778,565,214,9,19,21,34
1623742200,778,555,223,9,19,16,29
1623744000,776,561,215,10,19,45,56
1623745800,765,553,212,9,19,12,24
1623747600,772,557,215,10,19,11,23
1623749400,775,552,223,11,18,11,23
1623751200,772,554,218,9,18,10,22
1623753000,766,545,221,8,19,11,23
1623754800,759,552,206,9,19,11,23
1623756600,793,556,237,10,18,12,23
1623758400,777,567,210,8,19,13,25
1623760200,789,573,216,11,18,18,30
1623762000,852,585,267,9,19,19,31
1623763800,855,607,249,9,19,23,35
1623765600,854,609,244,11,19,21,33
1623767400,992,659,333,12,19,27,39
1623769200,1066,703,364,13,19,28,41
1623771000,1095,722,372,16,20,30,43
1623772800,1106,751,355,14,20,70,81
1623774600,1142,775,367,13,20,31,43
1623776400,1136,760,377,15,20,25,37
1623778200,1158,755,403,13,20,46,58
1623780000,1181,767,414,13,20,40,52
1623781800,1077,742,335,13,20,35,48
1623783600,1047,731,315,10,20,14,22
1623785400,1016,719,297,11,20,31,42
1623787200,1049,727,322,13,20,45,55
1623789000,1077,738,338,13,20,35,48
1623790800,1127,748,378,12,20,31,45
1623792600,1124,769,355,14,20,27,40
1623794400,1086,763,323,12,20,26,38
1623796200,1064,746,318,11,20,32,46
1623798000,1117,746,371,11,20,33,47
1623799800,1044,728,316,12,20,41,57
1623801600,1003,703,299,11,20,29,44
1623803400,947,685,261,11,19,38,53
1623805200,917,672,245,13,19,34,49
1623807000,886,649,236,12,19,76,88
1623808800,820,610,211,10,19,25,39
1623810600,824,614,211,12,19,32,45
1623812400,839,597,242,9,19,24,37
1623814200,835,605,229,10,19,27,40
1623816000,790,600,190,9,18,10,22
1623817800,765,581,184,9,18,13,27
1623819600,774,574,200,10,18,12,25
1623821400,778,574,204,9,19,11,24
1623823200,796,583,213,8,19,11,24
1623825000,757,580,177,8,19,8,22
1623826800,754,578,176,9,19,8,21
1623828600,764,571,193,8,18,9,22
1623830400,758,567,191,10,18,42,54
1623832200,734,562,172,9,18,37,54
1623834000,734,564,170,9,18,9,21
1623835800,741,562,179,8,18,5,18
1623837600,735,563,171,8,18,6,19
1623839400,741,572,169,8,18,6,19
1623841200,778,585,193,8,18,6,18
1623843000,781,593,188,14,18,7,19
1623844800,771,598,174,9,18,9,21
1623846600,775,593,182,9,18,12,25
1623848400,823,614,209,9,18,14,27
1623850200,845,628,217,10,19,19,34
1623852000,893,660,233,10,19,17,30
1623853800,1007,713,294,12,19,37,49
1623855600,1068,736,332,13,19,23,37
1623857400,1135,781,355,11,20,26,39
1623859200,1092,772,320,15,20,36,48
1623861000,1152,793,360,15,20,42,54
1623862800,1184,810,374,15,20,73,83
1623864600,1175,797,378,13,20,38,51
1623866400,1173,802,370,13,20,29,43
1623868200,1135,773,362,11,20,21,34
1623870000,1062,744,319,11,20,22,34
1623871800,1109,774,335,12,20,24,37
1623873600,1128,802,325,12,20,41,53
1623875400,1192,817,376,12,20,28,41
1623877200,1184,813,371,13,20,29,41
1623879000,1128,806,322,13,20,45,58
1623880800,1115,788,327,12,20,40,54
1623882600,1062,759,303,13,20,35,49
1623884400,1106,770,336,11,20,29,45
1623886200,1026,733,294,11,20,21,38
1623888000,966,707,259,12,20,27,41
1623889800,965,697,268,12,20,21,34
1623891600,954,691,263,10,20,17,30
1623893400,903,655,248,15,20,21,33
1623895200,870,638,231,10,19,19,32
1623897000,871,645,226,11,19,23,36
1623898800,857,634,223,10,19,17,31
1623900600,838,633,206,11,19,14,28
1623902400,857,634,224,11,19,15,28
1623904200,862,620,242,13,19,28,41
1623906000,851,624,228,10,19,16,29
1623907800,834,607,227,10,19,14,27
1623909600,813,599,214,13,19,68,80
1623911400,790,592,198,12,19,55,67
1623913200,795,583,212,10,18,38,50
1623915000,788,575,213,9,18,21,35
1623916800,773,580,192,11,19,47,59
1623918600,751,568,183,11,19,43,54
1623920400,773,578,195,9,19,8,21
1623922200,745,563,182,10,19,7,20
1623924000,749,566,182,8,18,7,19
1623925800,743,559,184,7,18,6,19
1623927600,763,570,194,11,18,7,20
1623929400,769,574,195,9,18,7,20
1623931200,766,577,189,9,18,9,21
1623933000,773,581,192,8,18,14,26
1623934800,813,593,219,9,18,13,25
1623936600,857,619,238,10,19,15,26
1623938400,872,634,237,11,19,21,33
1623940200,960,681,279,12,19,34,46
1623942000,1074,744,329,12,20,24,36
1623943800,1132,789,343,15,20,28,42
1623945600,1105,767,338,17,20,44,58
1623947400,1128,791,336,18,20,35,50
1623949200,1133,794,340,13,20,28,41
1623951000,1107,773,334,13,20,27,40
1623952800,1092,749,343,15,20,42,55
1623954600,1080,779,301,13,20,38,51
1623956400,1082,769,313,12,20,29,43
1623958200,1088,755,333,11,20,30,41
1623960000,1104,757,347,12,20,31,43
1623961800,1103,759,344,14,20,44,56
1623963600,1066,752,314,12,20,54,67
1623965400,1106,776,330,13,20,31,43
1623967200,1141,782,359,19,20,109,119
1623969000,1085,774,311,11,20,42,54
1623970800,1039,762,276,13,20,56,67
1623972600,1017,735,282,11,20,24,36
1623974400,978,691,288,15,20,20,34
1623976200,915,664,251,13,20,18,32
1623978000,897,638,258,11,20,14,26
1623979800,869,630,239,11,19,13,25
1623981600,856,629,227,9,20,14,28
1623983400,872,639,233,9,20,13,27
1623985200,863,635,227,10,20,18,29
1623987000,881,629,252,9,20,79,87
1623988800,884,649,235,11,19,10,23
1623990600,824,622,202,12,20,37,49
1623992400,820,609,211,11,19,45,57
1623994200,812,602,210,11,19,54,66
1623996000,790,589,201,16,20,124,132
1623997800,755,577,178,12,19,20,35
1623999600,777,589,188,12,20,79,91
1624001400,780,578,202,10,19,21,35
1624003200,773,574,199,12,19,64,75
1624005000,777,585,192,12,19,9,24
1624006800,771,577,194,10,19,8,20
1624008600,752,565,187,11,19,6,20
1624010400,752,577,176,13,18,6,20
1624012200,754,572,182,12,18,7,22
1624014000,787,581,206,10,18,7,20
1624015800,776,576,199,9,18,9,23
1624017600,764,583,182,14,19,7,24
1624019400,762,579,183,11,19,11,26
1624021200,803,593,210,9,19,11,24
1624023000,825,625,200,9,19,12,25
1624024800,905,652,252,10,19,14,27
1624026600,947,665,282,11,19,18,33
1624028400,1018,710,308,14,20,23,35
1624030200,1079,742,337,12,20,26,38
1624032000,1106,748,358,15,20,31,44
1624033800,1108,763,345,16,20,42,56
1624035600,1151,794,356,14,21,59,70
1624037400,1110,771,338,12,21,30,43
1624039200,1121,775,346,13,21,24,39
1624041000,1065,763,303,12,21,29,45
1624042800,1040,756,284,11,21,19,33
1624044600,1032,752,280,11,21,29,43
1624046400,1097,774,324,14,20,37,50
1624048200,1116,792,324,15,21,28,42
1624050000,1143,803,340,14,21,38,51
1624051800,1160,797,362,11,21,30,43
1624053600,1180,823,357,15,21,33,47
1624055400,1085,786,299,14,20,45,60
1624057200,1075,756,319,10,20,28,43
1624059000,1051,759,292,10,20,19,34
1624060800,1022,731,291,13,20,21,35
1624062600,970,703,268,11,20,19,35
1624064400,974,691,283,11,20,18,42
1624066200,922,672,249,10,20,25,39
1624068000,910,667,244,11,20,20,34
1624069800,897,664,233,12,20,15,30
1624071600,940,670,270,9,20,9,23
1624073400,891,654,237,10,19,20,34
1624075200,876,644,232,12,19,11,25
1624077000,858,636,223,11,19,11,26
1624078800,847,634,213,12,19,11,23
1624080600,840,626,214,9,19,10,23
1624082400,815,609,206,10,19,9,22
1624084200,820,611,210,10,19,9,23
1624086000,810,610,200,8,19,7,21
1624087800,819,612,208,9,19,14,27
1624089600,811,608,203,13,19,41,53
1624091400,809,603,207,11,19,14,29
1624093200,807,606,201,8,19,6,19
1624095000,788,604,184,8,19,6,19
1624096800,801,609,192,10,19,6,20
1624098600,790,601,189,7,18,6,21
1624100400,799,604,196,8,19,6,19
1624102200,799,606,193,8,19,5,18
1624104000,790,604,186,10,19,5,19
1624105800,776,599,177,9,19,7,21
1624107600,781,601,179,8,19,12,24
1624109400,820,608,212,8,19,21,33
1624111200,817,607,211,10,19,10,23
1624113000,812,604,208,12,19,14,28
1624114800,808,616,191,8,18,8,21
1624116600,809,616,193,9,19,9,21
1624118400,803,615,188,10,19,10,23
1624120200,826,615,210,10,19,8,22
1624122000,846,613,233,9,19,13,25
1624123800,836,612,224,8,19,18,30
1624125600,837,611,226,10,19,10,23
1624127400,860,612,249,10,19,11,25
1624129200,869,618,251,8,19,11,24
1624131000,851,619,233,7,18,11,23
1624132800,837,620,217,8,18,11,23
1624134600,834,613,222,10,18,12,26
1624136400,836,621,215,9,18,11,23
1624138200,822,608,214,9,19,16,28
1624140000,809,615,193,11,18,12,24
1624141800,791,613,178,10,18,12,27
1624143600,797,608,189,9,18,10,23
1624145400,794,610,184,9,18,10,23
1624147200,793,620,174,9,18,10,23
1624149000,791,611,180,10,18,9,23
1624150800,802,617,185,9,18,9,22
1624152600,774,609,165,9,18,9,22
1624154400,764,600,164,10,18,9,23
1624156200,778,606,172,9,18,11,25
1624158000,788,606,182,8,19,14,27
1624159800,772,600,172,8,19,10,23
1624161600,785,602,182,9,18,10,23
1624163400,773,603,170,12,18,10,24
1624165200,766,601,165,8,18,9,21
1624167000,767,589,178,9,17,10,22
1624168800,725,575,150,9,17,8,22
1624170600,717,570,148,10,17,10,24
1624172400,754,585,169,8,17,8,22
1624174200,762,590,172,5,18,6,20
1624176000,749,586,162,7,18,7,19
1624177800,736,575,161,6,18,8,22
1624179600,742,576,166,5,18,6,19
1624181400,751,581,170,5,17,7,20
1624183200,760,580,179,9,17,7,20
1624185000,771,576,194,5,17,7,20
1624186800,766,574,192,5,17,8,20
1624188600,761,577,183,5,17,8,20
1624190400,745,580,165,5,18,7,20
1624192200,746,580,166,8,18,7,32
1624194000,779,585,194,6,18,6,22
1624195800,766,591,174,5,18,5,17
1624197600,744,583,161,6,17,5,18
1624199400,743,576,167,6,17,7,20
1624201200,783,592,191,5,17,5,17
1624203000,769,595,174,5,17,5,16
1624204800,761,598,163,5,17,6,18
1624206600,742,589,153,15,17,6,20
1624208400,745,615,130,22,17,9,21
1624210200,794,604,189,15,17,8,23
1624212000,795,594,201,17,17,10,24
1624213800,779,589,190,17,18,13,27
1624215600,771,594,177,16,17,13,28
1624217400,748,584,164,16,17,11,25
1624219200,768,583,185,16,17,11,25
1624221000,753,581,172,18,18,13,28
1624222800,762,591,171,15,18,11,41
1624224600,768,599,169,15,18,11,25
1624226400,760,588,172,16,18,14,28
1624228200,768,587,181,12,17,13,28
1624230000,754,592,162,10,17,13,26
1624231800,772,593,179,8,17,10,23
1624233600,755,592,162,9,17,10,26
1624235400,781,590,191,8,17,11,26
1624237200,779,598,181,4,17,12,25
1624239000,775,606,169,5,18,10,22
1624240800,782,611,171,6,18,10,22
1624242600,777,593,185,9,18,9,23
1624244400,803,598,205,5,18,9,21
1624246200,762,588,174,4,18,11,23
1624248000,758,589,169,6,17,10,22
1624249800,771,589,182,7,17,7,21
1624251600,773,586,187,5,18,5,18
1624253400,779,585,194,5,18,5,17
1624255200,787,589,198,5,18,5,17
1624257000,752,580,171,4,18,6,20
1624258800,758,588,170,5,18,6,18
1624260600,750,579,171,6,18,4,17
1624262400,756,580,176,5,18,39,50
1624264200,763,571,192,6,18,5,19
1624266000,752,575,178,5,17,4,16
1624267800,759,572,187,5,17,4,16
1624269600,768,571,197,7,17,5,17
1624271400,748,580,168,6,17,4,19
1624273200,755,587,168,5,17,4,16
1624275000,767,581,186,5,17,5,17
1624276800,796,599,197,6,17,5,17
1624278600,826,611,215,8,17,7,21
1624280400,809,601,208,5,18,9,21
1624282200,846,609,237,6,18,15,28
1624284000,953,658,295,7,18,17,29
1624285800,1006,708,298,11,19,28,41
1624287600,1059,753,306,10,19,42,53
1624289400,1157,780,377,11,19,22,34
1624291200,1112,774,338,9,20,28,41
1624293000,1134,784,350,10,20,37,50
1624294800,1203,796,407,10,20,44,56
1624296600,1201,833,368,11,20,63,74
1624298400,1151,826,325,11,20,47,58
1624300200,1133,804,329,9,20,32,46
1624302000,1088,795,293,8,20,42,54
1624303800,1089,813,276,9,20,35,47
1624305600,1122,811,310,11,20,70,81
1624307400,1151,824,327,13,20,100,111
1624309200,1221,851,370,13,20,126,136
1624311000,1257,901,355,13,21,102,113
1624312800,1187,824,363,14,21,108,120
1624314600,1138,819,318,14,20,109,121
1624316400,1087,800,288,10,20,56,70
1624318200,1101,781,320,7,20,29,46
1624320000,1063,771,293,8,20,33,48
1624321800,1007,744,264,8,20,18,63
1624323600,997,736,262,8,20,25,39
1624325400,957,719,238,6,19,16,29
1624327200,946,715,232,6,19,18,32
1624329000,951,720,231,7,19,14,28
1624330800,946,722,224,6,19,12,26
1624332600,927,711,216,5,19,11,23
1624334400,904,687,216,5,18,10,23
1624336200,910,678,232,5,19,12,24
1624338000,894,676,218,6,19,9,22
1624339800,850,658,192,5,19,7,19
1624341600,845,657,187,5,19,6,18
1624343400,830,647,183,5,19,6,18
1624345200,821,641,180,6,19,6,19
1624347000,816,639,176,5,19,12,25
1624348800,813,632,181,5,19,41,52
1624350600,841,637,204,5,18,6,19
1624352400,827,626,200,4,18,6,19
1624354200,810,624,186,5,18,5,18
1624356000,811,623,188,4,18,6,19
1624357800,792,618,174,4,18,5,18
1624359600,815,631,184,4,18,6,19
1624361400,820,621,199,5,18,6,19
1624363200,813,620,193,6,18,7,20
1624365000,843,636,208,7,18,10,23
1624366800,887,656,231,7,18,11,25
1624368600,939,693,246,7,18,13,26
1624370400,936,694,242,7,19,17,32
1624372200,1007,724,283,8,19,22,34
1624374000,1128,772,356,8,19,28,41
1624375800,1165,832,333,9,20,34,51
1624377600,1165,830,335,9,20,51,80
1624379400,1122,803,318,9,20,54,67
1624381200,1172,814,358,11,20,35,47
1624383000,1123,806,317,11,20,63,74
1624384800,1131,815,315,10,20,47,59
1624386600,1113,804,309,8,20,34,44
1624388400,1134,804,330,8,20,29,42
1624390200,1127,805,322,9,19,28,40
1624392000,1187,823,363,8,20,43,55
1624393800,1177,816,361,9,20,43,54
1624395600,1162,834,328,10,20,36,48
1624397400,1165,818,347,10,20,48,59
1624399200,1176,828,348,12,20,40,53
1624401000,1199,827,373,9,20,30,49
1624402800,1146,795,351,9,20,28,46
1624404600,1050,768,282,9,20,28,46
1624406400,1005,735,269,11,20,43,58
1624408200,991,719,271,8,20,51,67
1624410000,1016,731,284,6,20,15,30
1624411800,939,708,232,6,19,24,38
1624413600,907,689,218,6,19,19,30
1624415400,920,688,232,7,19,13,24
1624417200,896,679,217,5,19,11,22
1624419000,879,663,216,7,20,29,38
1624420800,868,659,210,5,19,46,57
1624422600,865,645,220,7,20,79,88
1624424400,831,638,193,6,19,49,73
1624426200,823,625,198,9,20,73,95
1624428000,810,617,193,5,19,51,79
1624429800,823,622,201,5,19,19,48
1624431600,815,619,196,5,19,41,65
1624433400,817,616,201,5,18,12,39
1624435200,800,614,187,7,18,43,69
1624437000,800,611,189,7,18,9,39
1624438800,782,605,178,5,18,7,35
1624440600,784,600,185,6,18,7,34
1624442400,807,605,201,8,18,8,35
1624444200,783,605,178,6,18,8,33
1624446000,784,606,178,4,18,8,35
1624447800,789,600,189,6,18,9,37
1624449600,803,603,200,8,18,8,44
1624451400,819,613,206,7,18,11,40
1624453200,836,633,202,5,18,16,43
1624455000,870,647,222,7,18,16,45
1624456800,960,677,283,10,19,18,41
1624458600,1085,732,353,10,19,30,46
1624460400,1136,753,382,11,20,43,51
1624462200,1109,785,324,10,21,27,40
1624464000,1144,769,375,9,21,27,51
1624465800,1149,794,355,9,21,31,43
1624467600,1172,793,379,11,21,48,60
1624469400,1148,799,349,11,21,56,68
1624471200,1095,772,322,12,20,49,61
1624473000,1082,772,311,9,20,51,63
1624474800,1081,749,332,8,20,44,54
1624476600,1056,772,284,9,20,74,86
1624478400,1089,778,311,9,20,77,89
1624480200,1145,794,351,11,20,31,46
1624482000,1154,814,340,9,20,31,44
1624483800,1108,803,305,11,20,48,59
1624485600,1177,814,363,10,20,33,46
1624487400,1130,811,319,9,20,36,53
1624489200,1107,784,323,7,20,31,47
1624491000,1105,771,334,9,20,32,47
1624492800,1042,755,287,8,20,37,50
1624494600,1009,730,279,7,20,31,44
1624496400,971,714,257,9,19,33,46
1624498200,921,695,226,6,19,27,42
1624500000,904,674,230,7,19,18,33
1624501800,898,676,222,7,19,16,29
1624503600,892,669,223,7,19,14,27
1624505400,875,661,214,5,19,13,27
1624507200,878,658,220,5,19,18,32
1624509000,865,649,215,6,18,15,28
1624510800,852,646,206,5,18,10,25
1624512600,832,642,190,6,18,9,21
1624514400,819,630,189,6,18,8,21
1624516200,816,624,192,5,19,8,21
1624518000,831,623,207,8,18,19,31
1624519800,805,617,189,7,18,16,28
1624521600,811,618,193,7,18,44,53
1624523400,772,607,165,6,19,47,57
1624525200,739,587,152,5,18,40,51
1624527000,735,586,148,5,18,9,22
1624528800,742,585,157,6,18,7,20
1624530600,763,586,176,7,18,7,18
1624532400,772,593,179,5,18,7,19
1624534200,757,598,160,13,18,9,20
1624536000,752,597,155,5,18,8,19
1624537800,758,594,164,5,18,11,22
1624539600,819,621,198,6,18,14,27
1624541400,855,648,207,6,19,17,30
1624543200,934,687,247,7,19,19,32
1624545000,1041,726,315,7,19,33,46
1624546800,1121,789,332,8,19,28,40
1624548600,1127,777,350,8,20,28,40
1624550400,1123,783,341,9,20,56,57
1624552200,1121,794,327,12,20,31,42
1624554000,1189,803,386,10,20,24,37
1624555800,1129,796,333,10,20,27,40
1624557600,1127,801,326,10,20,33,46
1624559400,1100,780,321,9,20,43,52
1624561200,1130,795,335,9,20,73,82
1624563000,1082,762,320,9,20,47,60
1624564800,1123,784,339,10,20,66,79
1624566600,1172,827,345,12,20,95,106
1624568400,1147,794,353,10,20,46,54
1624570200,1175,814,361,10,20,36,43
1624572000,1245,832,414,12,20,52,58
1624573800,1212,829,383,12,20,54,64
1624575600,1158,801,356,11,20,49,58
1624577400,1095,758,337,14,20,76,86
1624579200,1055,734,321,11,21,87,96
1624581000,972,705,266,11,20,78,87
1624582800,945,701,244,11,20,71,80
1624584600,930,687,243,12,20,73,82
1624586400,924,678,245,12,20,101,109
1624588200,908,677,231,11,20,93,100
1624590000,898,672,225,12,20,97,103
1624591800,884,659,225,15,20,72,81
1624593600,847,648,199,18,19,66,76
1624595400,826,631,194,15,19,87,96
1624597200,816,621,195,18,19,78,87
1624599000,799,624,175,16,19,83,90
1624600800,810,617,193,15,19,78,84
1624602600,805,603,202,17,19,67,74
1624604400,805,611,194,11,19,25,33
1624606200,796,608,187,12,19,49,56
1624608000,787,603,184,12,19,81,85
1624609800,775,590,185,13,19,49,56
1624611600,779,592,188,12,19,31,37
1624613400,776,587,189,12,19,28,36
1624615200,761,584,178,11,19,15,22
1624617000,755,586,170,13,19,8,15
1624618800,792,595,197,11,18,8,16
1624620600,785,592,194,12,18,8,15
1624622400,789,599,190,10,19,8,16
1624624200,809,601,208,11,19,11,19
1624626000,822,612,211,11,19,13,23
1624627800,850,636,214,12,19,17,26
1624629600,911,666,245,13,19,21,33
1624631400,1045,726,319,15,20,28,38
1624633200,1113,743,369,19,20,70,79
1624635000,1135,765,369,19,20,85,95
1624636800,1087,759,329,16,20,72,79
1624638600,1142,772,370,14,21,60,70
1624640400,1200,806,394,24,21,93,105
1624642200,1155,806,350,24,21,65,74
1624644000,1132,799,333,25,21,66,74
1624645800,1077,776,301,23,21,67,74
1624647600,1073,771,302,25,21,68,77
1624649400,1089,756,334,23,20,98,106
1624651200,1136,777,359,25,21,87,96
1624653000,1151,786,365,24,21,61,72
1624654800,1151,792,359,24,21,46,58
1624656600,1151,787,365,22,21,28,39
1624658400,1174,800,374,23,21,42,53
1624660200,1150,800,350,22,21,31,49
1624662000,1124,792,333,16,20,44,62
1624663800,1060,747,313,21,20,31,44
1624665600,998,717,281,18,20,43,56
1624667400,962,693,269,19,20,18,30
1624669200,935,677,257,21,19,15,24
1624671000,880,650,229,18,19,15,23
1624672800,879,645,234,18,19,15,23
1624674600,857,627,230,18,19,14,22
1624676400,869,630,239,17,19,15,24
1624678200,851,619,232,17,19,13,22
1624680000,827,607,220,18,19,13,21
1624681800,802,599,203,23,19,13,22
1624683600,804,601,204,15,19,11,19
1624685400,784,587,197,16,19,11,19
1624687200,790,593,197,16,19,21,30
1624689000,808,600,208,15,19,9,18
1624690800,801,590,211,16,19,11,21
1624692600,762,585,176,16,19,17,25
1624694400,781,589,192,18,19,44,52
1624696200,760,581,180,16,19,10,19
1624698000,788,593,194,16,19,10,19
1624699800,754,584,170,12,19,9,17
1624701600,759,577,182,17,19,10,17
1624703400,760,574,186,20,18,9,17
1624705200,745,578,167,18,18,10,17
1624707000,754,576,178,17,18,11,18
1624708800,762,575,187,15,18,10,17
1624710600,782,583,199,16,18,11,18
1624712400,762,575,187,18,18,11,19
1624714200,765,575,190,16,18,11,19
1624716000,758,576,181,16,18,12,19
1624717800,772,578,194,17,18,14,21
1624719600,818,595,224,21,18,12,20
1624721400,809,594,215,17,18,12,19
1624723200,818,594,224,17,19,12,20
1624725000,811,603,208,16,19,13,20
1624726800,823,592,230,17,18,12,19
1624728600,796,587,210,17,18,10,17
1624730400,794,585,209,16,18,11,19
1624732200,781,582,199,18,18,27,34
1624734000,788,589,199,19,19,67,72
1624735800,764,581,183,19,19,57,61
1624737600,756,574,182,18,18,16,23
1624739400,755,575,179,18,18,15,22
1624741200,768,575,193,16,18,14,21
1624743000,767,573,194,16,18,12,19
1624744800,781,582,199,17,18,11,19
1624746600,773,577,196,17,18,10,17
1624748400,761,576,185,15,18,11,19
1624750200,761,576,185,16,18,13,20
1624752000,766,582,184,16,18,9,16
1624753800,758,577,180,19,18,9,15
1624755600,753,572,181,15,18,8,15
1624757400,749,571,178,16,18,20,27
1624759200,761,580,181,17,18,16,23
1624761000,766,573,193,16,18,11,18
1624762800,738,565,174,16,18,10,18
1624764600,701,557,144,17,18,9,16
1624766400,734,548,186,18,18,10,17
1624768200,749,562,187,16,18,10,18
1624770000,739,553,186,15,18,10,17
1624771800,745,559,186,16,18,10,17
1624773600,725,560,165,17,18,9,17
1624775400,722,560,162,15,18,11,18
1624777200,720,551,168,19,18,10,17
1624779000,726,553,173,17,18,18,26
1624780800,722,555,167,17,18,45,50
1624782600,728,556,173,16,18,9,17
1624784400,738,557,180,16,18,9,17
