timestamp,clientcon,clientcon_active,clientcon_idle,CPU,Mem,in,out
1624786200,731,550,181,16,18,9,17
1624788000,723,549,174,16,18,9,16
1624789800,714,551,163,20,18,9,16
1624791600,722,556,166,18,18,9,16
1624793400,720,555,166,16,18,9,16
1624795200,718,557,161,16,18,9,16
1624797000,719,554,165,16,18,9,16
1624798800,718,554,164,15,18,9,16
1624800600,709,549,161,15,18,12,19
1624802400,710,554,156,16,18,9,17
1624804200,718,556,163,18,18,11,18
1624806000,714,555,159,15,18,10,17
1624807800,755,557,198,16,18,10,17
1624809600,765,553,212,10,18,10,34
1624811400,725,555,170,7,18,7,12
1624813200,746,559,187,5,18,8,13
1624815000,756,547,208,5,18,11,16
1624816800,732,553,179,6,18,9,14
1624818600,727,551,176,7,18,10,15
1624820400,731,562,169,10,18,10,15
1624822200,733,556,177,5,18,12,17
1624824000,722,556,166,5,18,13,18
1624825800,722,558,164,6,18,12,17
1624827600,741,564,176,5,18,12,17
1624829400,741,559,182,6,18,11,16
1624831200,737,561,176,5,18,9,14
1624833000,741,557,184,7,18,10,16
1624834800,756,558,198,6,18,10,16
1624836600,744,562,182,7,18,11,16
1624838400,729,562,167,5,18,15,20
1624840200,756,571,185,5,18,18,23
1624842000,761,567,193,5,18,17,22
1624843800,729,567,162,5,18,15,20
1624845600,732,564,169,5,18,17,22
1624847400,735,564,171,5,18,17,23
1624849200,753,561,192,7,18,16,22
1624851000,720,561,159,5,18,14,20
1624852800,727,565,162,4,18,16,22
1624854600,735,563,172,5,18,16,21
1624856400,735,566,169,5,18,11,16
1624858200,745,552,193,6,18,10,15
1624860000,720,561,159,4,18,7,13
1624861800,736,560,176,5,18,9,14
1624863600,741,556,185,6,18,12,17
1624865400,714,550,164,4,18,15,21
1624867200,717,549,168,6,18,47,51
1624869000,719,548,170,4,18,8,13
1624870800,727,543,184,5,18,6,12
1624872600,717,548,169,4,18,6,12
1624874400,714,553,161,4,18,6,11
1624876200,711,547,164,5,18,6,11
1624878000,740,558,182,8,18,6,13
1624879800,739,553,186,5,18,7,12
1624881600,723,559,165,5,18,7,13
1624883400,745,580,165,5,18,12,18
1624885200,799,594,205,6,18,14,21
1624887000,861,626,234,5,18,17,25
1624888800,931,653,278,7,19,16,23
1624890600,1004,702,302,8,19,23,31
1624892400,1082,739,343,14,20,113,121
1624894200,1096,747,348,10,20,66,79
1624896000,1165,760,406,10,20,28,42
1624897800,1104,768,337,8,21,26,33
1624899600,1155,787,367,8,21,34,40
